,Total Contributions,Max Give,Months Since Last Donation,Most Recent Give Amount,Number of Gives,Average Give Amount,strong envir support,very pro-gun control,dems in red seats,house races,gives in primaries,supports AZ campaigns,strong pp support,moderate dems,Networth,female,gender unsure,male,isWhite,isJewish,isAfam,isLatinx,isIrish,isAsian,Ethnicity unsure
634,150.0,100,51,100,4,80.0,0,0,0,0,0,0,0,0,13.51272973760851,0,0,1,1,0,0,0,0,0,0
635,150.0,5,30,5,1,5.0,0,0,0,0,0,0,0,0,11.617897905336578,0,0,1,0,0,0,0,0,1,0
636,155.0,60,30,25,19,40.0,0,0,1,0,0,0,1,0,13.887251516664929,0,0,1,1,0,0,0,0,0,0
637,175.0,100,30,20,16,28.875,0,0,1,0,0,0,0,0,13.007347509605058,1,0,0,1,0,0,0,0,0,0
638,185.0,6,68,6,1,6.0,0,0,0,0,0,0,0,0,13.326010910413018,0,1,0,1,0,0,0,0,0,0
639,200.0,100,68,100,12,93.33333333333333,0,0,1,0,0,1,0,0,13.437083602199094,0,0,1,1,0,0,0,0,0,0
640,200.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.492814590170669,0,0,1,1,0,0,0,0,0,0
641,250.0,100,20,50,18,53.333333333333336,0,0,1,0,0,0,1,0,14.167926444982623,0,0,1,0,1,0,0,0,0,0
642,250.0,50,28,50,2,50.0,0,0,0,0,0,0,0,0,14.25149646499369,1,0,0,1,0,0,0,0,0,0
643,250.0,50,22,50,1,50.0,0,0,0,0,0,0,0,0,13.384943003295268,1,0,0,0,0,0,0,1,0,0
644,250.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.493232831624493,0,1,0,1,0,0,0,0,0,0
645,250.0,5,11,5,1,5.0,0,0,0,0,0,0,0,0,11.367541247183082,1,0,0,1,0,0,0,0,0,0
646,260.0,35,11,35,2,18.0,0,0,0,0,0,0,0,0,13.010734366831514,0,1,0,1,0,0,0,0,0,0
647,275.0,5000,11,25,29,419.9310344827586,1,0,1,0,0,0,1,1,14.90463094068646,1,0,0,1,0,0,0,0,0,0
648,280.0,600,11,5,10,146.1,0,1,1,0,0,1,1,0,13.82665918048012,0,0,1,1,0,0,0,0,0,0
649,700.0,2000,11,500,15,716.6666666666666,0,0,1,0,1,1,1,0,15.014565288366242,0,0,1,1,0,0,0,0,0,0
650,500.0,650,11,300,14,289.64285714285717,0,0,1,0,0,0,1,0,14.72058016787216,1,0,0,0,0,1,0,0,0,0
651,500.0,600,11,20,17,131.47058823529412,0,1,1,0,1,0,0,0,14.522849063634641,0,0,1,0,0,0,0,0,1,0
652,550.0,250,49,250,4,125.0,0,0,1,0,0,0,0,0,14.452660767595315,1,0,0,1,0,0,0,0,0,0
653,550.0,100,4,100,1,100.0,0,0,0,0,0,0,0,0,13.450704071031666,0,1,0,1,0,0,0,0,0,0
654,500.0,2595,42,2595,5,573.9320007324219,0,0,0,0,0,0,0,0,14.218886819283563,1,0,0,1,0,0,0,0,0,0
655,500.0,100,65,100,3,58.333333333333336,0,0,0,0,0,0,0,0,13.99653710993466,0,0,1,0,1,0,0,0,0,0
656,500.0,20,60,20,1,20.0,0,0,0,0,0,0,0,0,13.516837640178506,1,0,0,1,0,0,0,0,0,0
657,500.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,13.48197999038897,0,1,0,1,0,0,0,0,0,0
658,500.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.48903228275023,0,0,1,1,0,0,0,0,0,0
659,2000.0,2500,7,1000,4,1375.0,0,0,0,0,0,0,0,0,15.093155389433713,0,1,0,1,0,0,0,0,0,0
660,1000.0,2800,7,750,14,652.5714285714286,1,0,0,0,1,0,1,0,14.433570979822882,1,0,0,1,0,0,0,0,0,0
661,1000.0,3000,54,3000,3,2083.3333333333335,0,0,0,0,0,0,0,0,14.535702704112737,0,0,1,0,0,0,0,0,1,0
662,600.0,500,54,25,12,133.33333333333334,0,1,1,0,0,0,0,0,14.444876264087801,0,1,0,1,0,0,0,0,0,0
663,760.0,1000,54,100,24,186.25,0,1,1,0,0,0,1,0,13.978740184856818,0,0,1,1,0,0,0,0,0,0
664,800.0,1000,54,1000,22,338.04545454545456,0,0,1,0,0,0,0,1,15.098785549692431,0,0,1,1,0,0,0,0,0,0
665,650.0,375,54,375,21,56.80952380952381,1,0,1,0,0,0,1,1,14.510872284605941,1,0,0,1,0,0,0,0,0,0
666,1025.0,170,20,100,7,96.42857142857143,0,0,0,0,0,1,0,0,14.284444865689483,0,0,1,0,1,0,0,0,0,0
667,1000.0,5,24,5,1,5.0,0,0,0,0,0,0,0,0,11.541474048374644,0,0,1,1,0,0,0,0,0,0
668,1000.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.489871758639005,0,0,1,1,0,0,0,0,0,0
669,1000.0,5,45,5,1,5.0,0,0,0,0,0,0,0,0,11.776243120969394,0,0,1,1,0,0,0,0,0,0
670,1500.0,2018,45,100,21,381.6190476190476,1,0,1,0,0,0,1,0,13.34650962584971,0,1,0,1,0,0,0,0,0,0
671,1500.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.487771746086688,1,0,0,1,0,0,0,0,0,0
672,1500.0,5,100,5,1,5.0,0,0,0,0,0,0,0,0,12.200823894907005,0,1,0,0,0,0,0,0,1,0
673,2000.0,500,7,50,5,250.0,0,0,0,0,0,0,0,0,13.94045191161897,0,0,1,1,0,0,0,0,0,0
674,1600.0,50,10,50,1,50.0,0,0,0,0,0,0,0,0,13.131241846890575,0,0,1,1,0,0,0,0,0,0
675,5000.0,62500,10,1750,11,16068.636363636364,0,0,0,0,1,0,0,0,16.79078723508413,0,0,1,1,0,0,0,0,0,0
676,5000.0,175000,10,2501,20,31845.3,1,0,0,0,0,0,1,0,16.697878593579276,0,0,1,1,0,0,0,0,0,0
677,2000.0,150,34,150,1,150.0,0,0,0,0,0,0,0,0,13.744718926821585,0,0,1,1,0,0,0,0,0,0
678,5000.0,3300,34,115,16,885.625,0,0,1,0,0,0,0,1,14.947733622703604,0,0,1,1,0,0,0,0,0,0
679,5000.0,2900,34,500,12,987.5,0,0,1,0,0,0,0,0,14.584916681395182,0,0,1,0,0,0,0,0,1,0
680,2850.0,2300,34,250,11,730.3636363636364,0,0,1,0,0,0,0,0,14.753248054994994,0,0,1,1,0,0,0,0,0,0
681,5000.0,42,43,20,3,21.333333333333332,0,0,0,0,0,0,0,0,14.091651031667412,1,0,0,1,0,0,0,0,0,0
682,5000.0,50,51,50,1,50.0,0,0,0,0,0,0,0,0,13.767049039784832,0,0,1,1,0,0,0,0,0,0
683,5000.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,13.439894501233434,0,0,1,1,0,0,0,0,0,0
684,5000.0,5,19,5,1,5.0,0,0,0,0,0,0,0,0,11.476334092070244,0,0,1,1,0,0,0,0,0,0
685,5000.0,17500,19,17500,16,5224.125,0,1,0,0,0,0,0,0,16.35696198891375,0,0,1,1,0,0,0,0,0,0
686,5000.0,6600,19,5000,23,3213.2608695652175,0,0,1,1,0,0,0,1,15.734783494204892,0,0,1,0,0,0,0,0,1,0
687,5000.0,33400,19,7500,22,3455.818181818182,1,0,1,0,0,0,0,1,15.271233495637876,0,0,1,1,0,0,0,0,0,0
688,5000.0,10000,19,2000,19,2777.8947368421054,0,0,1,0,0,0,1,0,15.054999819304058,1,0,0,1,0,0,0,0,0,0
689,5000.0,6600,19,6600,12,2463.3333333333335,0,0,0,0,0,0,0,0,14.92864423242916,0,0,1,1,0,0,0,0,0,0
690,5000.0,6600,7,500,3,3033.3333333333335,0,0,0,0,0,0,0,0,14.439400367774708,0,0,1,1,0,0,0,0,0,0
691,5000.0,1750,111,1750,1,1750.0,0,0,0,0,0,0,0,0,13.489158340768606,0,0,1,0,0,0,0,0,1,0
692,5000.0,10000,111,1000,15,1982.4666666666667,0,0,1,0,0,0,0,1,15.082019191879116,0,0,1,1,0,0,0,0,0,0
693,5000.0,100,111,35,6,32.833333333333336,0,0,0,0,0,0,0,0,14.180820810076893,0,0,1,1,0,0,0,0,0,0
694,5000.0,20,22,20,1,20.0,0,0,0,0,0,0,0,0,13.44297042483596,1,0,0,0,0,0,0,0,1,0
695,5000.0,20,61,20,1,20.0,0,0,0,0,0,0,0,0,13.151096596227202,0,0,1,1,0,0,0,0,0,0
696,5000.0,5,17,5,1,5.0,0,0,0,0,0,0,0,0,11.457846064953165,1,0,0,1,0,0,0,0,0,0
697,5000.0,5,51,5,1,5.0,0,0,0,0,0,0,0,0,13.72997663445708,0,0,1,1,0,0,0,0,0,0
698,5000.0,5,20,5,1,5.0,0,0,0,0,0,0,0,0,11.491558815228338,0,0,1,1,0,0,0,0,0,0
